House ID,dining,River,bathrooms,built,space,farm,Knight,bedrooms,visit,priced,bless,Dock,curse,Location,Capital,Royal Market,Guarding_tower,holy_tree,renovation,price
6e32ebc8,3,45.009351,,10/11/1605 9:46 AM ,0,0,74.185032,3,0,12/4/1609 7:50 AM,97,13.569775,0, The Mountains,63.398108,,65.926448,1,0,1298651
6e32ebce,,23.99609,2,8/14/1606 11:34 PM ,,0,20.404276,2,0,11/22/1608 8:18 AM,150,32.096647,0, The Mountains,10.262357,2.183916,158.507864,1,0,1504927
6e32ebd3,4,5.474763,4,1/28/1602 2:24 PM ,0,1,27.055416,3,0,6/21/1607 4:28 AM,143,11.049584,0, Servant's Premises,16.661637,69.167897,83.623195,1,1,1493821
6e32ebd9,3,2.604369,4,12/3/1603 7:17 PM ,0,0,22.753054,2,0,9/19/1612 3:36 AM,148,45.01635,1, The Mountains,12.118642,8.183322,30.129121,,0,1418102
6e32ebdf,3,15.008424,3,4/12/1602 1:29 PM ,0,0,76.848143,3,0,8/6/1612 3:25 AM,93,48.853573,0, The Mountains,66.559131,120.619013,60.239103,1,1,1135419
6e32ebe3,3,22.760581,2,2/26/1603 6:21 AM ,,1,69.5937,3,,3/2/1612 5:49 PM,101,18.372118,, The Mountains,58.798303,77.258708,204.578363,1,0,1156226
6e32ebe6,3,14.659844,,1/27/1602 6:27 AM ,,0,27.700835,4,0,10/8/1608 12:56 PM,142,5.090114,0, The Mountains,17.502477,,21.615201,1,0,1528871
6e32ebec,2,22.591062,2,2/9/1601 8:50 AM ,0,0,54.218801,2,0,11/27/1609 8:18 AM,117,148.964998,0, Cursed Land,43.456615,0.4332,70.020094,1,0,1193020
6e32ebf0,2,7.437694,2,9/10/1603 6:48 PM ,,0,61.690438,4,0,4/6/1607 9:36 AM,109,0.629824,0, Cursed Land,51.135049,67.661768,276.20441,1,0,1251631
6e32ebf2,2,16.018456,2,3/9/1604 2:59 PM ,,0,39.76381,2,0,5/18/1607 8:15 AM,131,68.156172,0, The Mountains,29.156164,36.330559,,,0,1322490
6e32ebf8,3,10.115869,2,2/26/1604 4:42 AM ,,1,60.88198,2,,8/18/1611 12:43 PM,110,38.562992,0, Servant's Premises,49.883374,,82.98005,1,1,1223536
6e32ebfc,4,34.010983,4,4/23/1602 2:28 PM ,0,0,135.922783,4,0,7/16/1608 1:47 AM,34,107.992183,1, The Mountains,125.554797,20.805019,57.105791,,,970878
6e32ebff,2,7.928871,4,5/7/1606 2:40 AM ,0,0,45.268763,4,0,9/25/1612 10:50 PM,125,64.611438,0, The Mountains,34.95376,29.570578,,1,0,1390215
6e32ec02,2,66.243358,4,4/19/1606 9:54 PM ,0,0,,2,0,1/25/1612 8:23 PM,74,12.431567,0, The Mountains,,,51.049471,1,1,1257059
6e32ec06,,49.581806,,2/11/1603 7:47 AM ,0,1,14.423184,3,0,6/23/1610 1:58 PM,156,76.93683,0, King's Landing,3.733379,74.837772,21.665053,1,1,1486683
6e32ec0a,4,16.427407,2,2/21/1600 6:10 PM ,0,0,104.828669,4,0,4/6/1609 5:22 PM,66,2.833117,0, King's Landing,94.328956,,156.673605,1,0,1208006
6e32ec10,3,2.038485,2,5/15/1601 8:49 PM ,0,0,35.712248,4,0,7/9/1609 3:52 PM,135,38.023913,0, King's Landing,24.966363,32.075107,121.387432,1,,1495324
6e32ec12,2,1.188485,2,8/26/1601 1:56 PM ,0,0,33.019297,2,0,11/25/1609 8:15 AM,137,70.188457,0, The Mountains,22.77546,81.552905,101.160166,1,0,1313263
6e32ec18,4,20.009553,3,12/1/1606 10:37 AM ,0,0,35.599863,4,0,9/7/1612 6:51 PM,134,46.944389,, King's Landing,25.59225,52.351468,120.277,1,,1495780
6e32ec1c,3,43.812306,4,10/15/1605 4:34 PM ,0,0,32.72633,4,0,10/16/1609 6:47 PM,137,35.207061,1, Cursed Land,22.711819,25.930542,217.289126,0,0,1381384
6e32ec20,4,32.541133,3,4/27/1600 7:13 PM ,0,0,15.990974,2,0,1/7/1609 5:59 PM,155,65.367581,0, The Mountains,5.447252,38.035044,101.699199,,0,1392080
6e32ec25,2,14.901305,4,3/22/1601 5:13 PM ,0,0,49.541826,2,0,10/15/1611 12:46 PM,121,80.797966,0, The Mountains,39.257302,20.716102,205.741877,1,1,1228480
6e32ec29,4,45.699067,3,4/20/1603 10:54 PM ,0,0,21.796488,3,0,8/14/1609 7:56 PM,149,,, King's Landing,11.394705,102.270216,5.215447,1,0,1495246
6e32ec2d,2,12.952472,2,10/2/1600 8:16 AM ,0,0,48.884594,2,0,9/20/1609 1:15 AM,122,63.259564,1, King's Landing,38.22158,30.867095,170.583399,,0,1210509
6e32ec30,2,19.300859,3,3/27/1604 11:48 PM ,0,1,34.031438,3,0,1/23/1608 3:11 PM,136,1.271775,0, Cursed Land,23.558384,10.055936,85.260418,1,0,1477293
6e32ec34,4,19.719589,2,1/14/1602 6:28 PM ,0,1,15.719702,3,0,1/8/1607 8:55 PM,155,54.68288,0, Cursed Land,5.221499,,77.372943,1,1,1503679
6e32ec38,2,26.56846,2,9/12/1606 9:11 AM ,0,0,29.341049,3,0,2/24/1607 2:11 PM,141,74.646619,1, King's Landing,19.280832,52.562093,,0,0,1479453
6e32ec3a,3,68.236419,4,12/25/1604 12:16 PM ,0,0,107.214131,,0,1/19/1611 11:48 PM,63,43.927686,1, The Mountains,96.8474,4.68177,94.80703,0,0,1057211
6e32ec3d,4,16.313774,3,7/28/1602 5:44 PM ,0,0,53.012555,4,0,1/23/1610 3:40 AM,118,18.688444,0, The Mountains,42.074929,106.870901,142.518501,1,0,1334938
6e32ec41,2,14.385904,3,3/17/1605 8:36 PM ,,0,137.88327,2,0,1/15/1608 7:19 AM,32,57.964,, Cursed Land,127.834545,5.321363,116.266894,1,0,938528
6e32ec47,2,38.851191,3,9/7/1601 2:16 AM ,0,0,19.071448,3,0,12/1/1611 9:47 AM,151,94.226267,1,,8.822097,43.340626,93.81737,1,0,1360549
6e32ec4b,4,25.534975,4,7/18/1602 9:38 AM ,,0,48.835706,2,0,10/6/1612 7:20 AM,121,67.934219,0, The Mountains,38.603683,,22.180307,1,0,1303667
6e32ec51,2,42.78151,2,8/12/1604 11:38 PM ,0,0,30.17263,2,0,2/18/1607 10:57 AM,141,57.172889,0, Cursed Land,19.206823,38.135102,,1,0,1366644
6e32ec56,4,10.802168,3,10/4/1604 4:11 AM ,0,0,156.5435,4,0,6/28/1607 3:14 AM,14,27.205143,0, King's Landing,146.32036,121.922937,1.589788,1,0,1003828
6e32ec5a,2,20.168419,4,1/1/1601 8:33 AM ,,1,59.439963,3,,5/10/1609 2:56 PM,111,23.510414,0, The Mountains,49.29521,151.288415,131.88196,1,0,1138767
6e32ec60,4,14.62519,3,3/8/1606 6:35 PM ,0,0,88.79854,3,0,12/25/1609 10:31 PM,82,34.836469,, The Mountains,78.476292,,24.639716,1,0,1286793
6e32ec66,3,7.477497,2,2/9/1601 7:37 AM ,0,1,49.274247,3,0,9/15/1607 1:11 AM,121,18.864872,0, The Mountains,38.58934,,157.719911,1,0,1393062
6e32ec6c,4,29.91295,3,3/3/1606 7:19 AM ,0,0,43.873319,,0,12/14/1609 4:46 PM,127,70.255352,0, Servant's Premises,33.257968,83.186841,80.520978,1,0,1315708
6e32ec6e,2,10.057631,3,2/19/1601 9:30 AM ,,0,32.56913,,0,6/20/1607 3:23 PM,138,40.383699,0,,22.053163,37.461261,41.802314,,0,1348219
6e32ec72,3,41.794402,4,8/3/1604 2:46 AM ,0,0,60.324247,4,0,10/10/1610 12:55 PM,110,17.589909,0, The Mountains,50.278181,15.369899,257.824368,1,0,1325100
6e32ec76,4,35.84014,4,1/26/1605 2:28 PM ,0,0,40.109323,3,0,6/9/1610 9:58 PM,130,11.249541,1, The Mountains,29.909557,31.679957,201.623173,0,0,1408356
6e32ec78,4,22.860798,3,9/12/1604 4:59 PM ,,1,15.230271,3,0,6/9/1609 8:10 PM,155,13.62858,0, King's Landing,4.932617,17.642969,28.526734,1,0,1693094
6e32ec7a,2,21.390836,2,6/24/1606 9:57 PM ,0,0,69.015735,3,0,3/17/1607 8:33 PM,102,91.053377,0, King's Landing,58.383976,97.058272,45.616756,1,1,1298085
6e32ec80,4,2.972107,3,5/19/1604 4:17 PM ,0,0,29.319049,4,0,10/26/1610 2:26 AM,141,65.831653,0, King's Landing,19.192357,53.079043,58.662218,1,0,1539795
6e32ec82,3,66.107146,2,1/2/1603 5:49 AM ,0,0,65.737939,2,0,1/23/1609 1:32 AM,105,24.91404,1,,55.376187,29.055332,176.444054,,0,1166125
6e32ec88,,60.352854,2,1/12/1606 7:45 AM ,,0,51.324766,2,0,6/26/1610 11:30 AM,120,50.79593,0, King's Landing,40.438834,60.471453,125.595608,,1,1236013
6e32ec8a,,29.898154,4,6/26/1601 6:35 PM ,0,0,79.200856,,0,11/26/1610 10:49 AM,91,10.737208,, The Mountains,68.769127,22.976646,31.379623,1,0,1204338
6e32ec8e,2,74.176042,2,1/28/1600 12:50 AM ,,1,122.678477,3,,7/14/1612 11:29 AM,48,27.98236,, Servant's Premises,111.855503,33.443974,23.515078,1,1,893811
6e32ec93,4,89.514555,3,2/6/1605 8:30 PM ,,1,30.755398,4,,1/12/1607 7:51 AM,140,28.477735,1, The Mountains,20.10289,52.399189,101.305345,0,0,1458358
6e32ec98,4,33.026358,2,3/5/1606 7:26 PM ,0,1,11.468781,2,0,6/23/1611 11:15 PM,159,26.826434,1, The Mountains,0.800064,8.548683,72.047334,0,0,1582584
6e32ec9e,,67.303318,3,4/9/1600 12:22 PM ,0,0,86.488441,3,0,2/20/1608 12:43 PM,84,79.298097,0, The Mountains,76.199637,38.467054,141.23992,,0,1048929
6e32eca2,4,56.288957,3,10/27/1606 9:29 AM ,,1,28.777057,3,,1/12/1608 9:26 PM,142,,1, The Mountains,17.882917,54.367758,153.445334,0,0,1424059
6e32eca5,3,39.757987,2,8/2/1601 10:19 AM ,0,0,51.239243,2,0,10/5/1611 3:23 PM,119,34.040013,0, The Mountains,41.094974,,129.010766,1,0,1246413
6e32eca8,3,36.325864,3,4/27/1601 9:24 AM ,,0,103.146884,3,0,7/12/1610 2:22 AM,68,35.716096,0, The Mountains,92.217589,,170.119054,1,1,1051927
6e32ecac,3,11.46848,3,5/23/1604 3:48 AM ,0,0,27.554617,4,0,9/11/1612 1:43 AM,143,62.720117,0, The Mountains,17.153664,20.97408,32.672767,1,0,1528048
6e32ecb0,4,25.064617,4,5/25/1600 3:22 AM ,0,0,,4,0,5/4/1612 9:23 PM,74,87.558343,0, Cursed Land,,6.219027,58.447405,1,0,1276769
6e32ecb2,2,5.831197,4,8/21/1606 11:46 PM ,,1,108.83658,2,,7/25/1610 7:31 AM,61,117.07563,1, Servant's Premises,98.689308,25.958789,,0,1,1005423
6e32ecb5,4,29.758733,3,6/5/1603 5:42 PM ,,1,53.702008,4,,1/15/1612 3:12 PM,117,3.63772,, The Mountains,43.361962,69.92753,91.299136,1,0,1347206
6e32ecbb,2,11.604862,4,10/26/1602 8:17 AM ,0,1,44.144266,3,0,4/1/1608 12:59 AM,127,,0, Servant's Premises,33.336739,77.321397,123.013114,1,0,1334584
6e32ecc0,4,28.283597,4,1/18/1601 1:46 AM ,0,0,79.1531,4,0,2/9/1609 1:24 PM,92,49.748847,0, The Mountains,68.273137,4.933162,60.992623,1,0,1305632
6e32ecc3,3,45.14015,2,4/7/1603 6:12 PM ,0,1,99.336614,,0,8/8/1611 2:49 AM,72,7.135611,1, The Mountains,88.454038,24.384132,157.836065,0,0,1105867
6e32ecc9,4,12.795892,4,5/5/1600 1:47 AM ,,1,24.152873,3,0,8/23/1610 10:56 AM,147,28.07648,0,,13.255501,87.491505,140.587014,1,1,1419450
6e32eccf,3,19.334733,3,1/7/1605 3:54 AM ,0,0,87.093467,4,0,1/13/1607 8:40 PM,83,90.826297,0, The Mountains,76.87921,29.649302,197.928642,1,0,1238986
6e32ecd2,4,0.44837,,2/4/1603 8:43 PM ,0,0,31.069748,2,0,7/16/1609 9:29 PM,140,7.4166,0, Cursed Land,20.269,50.370558,107.161776,,0,1353344
6e32ecd8,4,17.377941,3,2/26/1604 7:56 PM ,,0,57.05605,2,0,10/11/1608 4:15 AM,113,61.19457,0, Cursed Land,46.724223,50.086905,226.758839,1,0,1246363
6e32ecda,2,51.133089,2,11/27/1601 2:40 PM ,0,0,122.573899,2,0,1/20/1611 8:13 PM,48,21.280882,0, The Mountains,111.775852,7.361285,89.67946,1,0,985030
6e32ece0,4,40.207557,2,9/27/1606 5:28 PM ,0,0,18.445098,4,0,8/14/1611 4:46 AM,152,,0, Servant's Premises,8.34951,78.624185,79.703516,1,,1474692
6e32ece2,3,21.852234,2,7/11/1600 2:11 AM ,0,0,41.068641,4,0,11/11/1610 5:17 PM,130,5.718263,, Cursed Land,30.418013,,155.501008,1,1,1321644
6e32ece6,2,60.529479,2,3/25/1602 2:41 PM ,0,0,,2,0,2/12/1609 12:41 PM,74,55.439489,0, The Mountains,,48.120112,42.567072,,0,1156359
6e32ece9,2,15.111522,4,6/13/1601 2:53 AM ,0,0,74.785715,3,0,10/3/1612 3:37 AM,96,84.022383,0, Servant's Premises,64.172528,140.922518,120.409962,1,0,1021017
6e32eceb,3,13.50813,4,7/8/1601 7:47 PM ,0,1,55.795971,2,0,8/7/1610 9:53 PM,115,23.75764,0, The Mountains,44.995579,48.058328,24.826778,1,0,1349064
6e32ecf0,2,22.808028,4,9/4/1600 10:52 PM ,0,0,,4,0,8/5/1611 3:15 AM,74,1.167398,0, Servant's Premises,,21.508701,134.859115,,0,1227615
6e32ecf2,2,8.961849,2,1/1/1605 1:27 PM ,0,1,38.559032,3,0,12/4/1607 12:15 AM,132,26.947953,0, The Mountains,28.25567,,215.711811,1,0,1421288
6e32ecf8,4,36.081626,3,4/27/1604 1:21 AM ,0,0,67.357983,4,0,10/7/1607 6:31 PM,103,59.707889,0, The Mountains,56.582211,,211.408046,1,1,1311443
6e32ecfa,3,63.344581,2,12/3/1605 8:11 PM ,0,0,30.702727,3,0,10/22/1611 12:48 AM,140,6.467203,0, The Mountains,20.053625,85.617977,210.176114,1,0,1361345
6e32ed00,,28.34421,3,3/18/1600 5:18 PM ,0,0,73.932954,4,0,7/19/1609 6:27 PM,97,91.351957,1, The Mountains,63.340658,75.90427,49.940097,0,0,1153919
6e32ed02,2,54.196898,2,12/8/1600 9:16 AM ,,1,19.789013,,0,12/2/1609 6:57 PM,151,38.028355,0, King's Landing,9.3876,118.80694,171.297081,,0,1282410
6e32ed04,3,69.937763,4,7/8/1601 3:15 AM ,0,0,18.48293,2,0,2/3/1611 10:18 AM,152,,, Cursed Land,8.058761,20.311868,46.381771,1,0,1351000
6e32ed07,2,85.689308,2,1/17/1604 11:11 PM ,0,0,26.715506,2,0,9/22/1610 3:42 AM,144,60.843769,0, Cursed Land,16.471501,19.772545,4.123976,1,0,1332756
6e32ed0d,3,9.72543,3,11/15/1600 10:30 AM ,0,0,80.090651,4,0,10/21/1608 10:19 AM,91,89.783161,, The Mountains,69.340991,5.312589,194.863897,1,0,1208834
6e32ed11,2,10.59375,3,5/16/1603 10:30 AM ,0,0,27.304674,3,0,4/5/1607 10:32 AM,143,17.129436,0, King's Landing,17.201414,31.403159,222.775042,,0,1432871
6e32ed15,2,26.767096,2,11/28/1603 9:50 AM ,0,0,10.458469,3,0,5/18/1612 3:21 AM,160,55.274933,1, The Mountains,0.41709,115.216723,95.670021,0,0,1369115
6e32ed1a,2,20.627308,4,3/22/1600 8:49 AM ,,0,102.189603,4,0,4/6/1609 10:50 AM,68,,0, The Mountains,91.55362,18.869764,13.425417,1,1,1155504
6e32ed1c,3,4.363165,,11/28/1603 10:46 AM ,0,1,,4,0,6/21/1609 12:28 AM,74,96.295946,1,,,,,0,1,1371881
6e32ed20,4,29.617896,3,1/17/1606 12:53 AM ,0,1,58.054478,4,0,11/2/1609 12:19 AM,112,,0,,47.668606,43.960963,44.973404,1,,1450970
6e32ed24,4,39.706886,,4/14/1602 9:22 PM ,,0,21.752494,2,0,3/3/1608 11:36 AM,149,87.895836,0,,11.243026,10.713735,58.716026,1,0,1452910
6e32ed2a,4,25.931988,2,5/28/1606 2:13 AM ,,0,36.12859,4,0,6/11/1612 5:33 PM,135,73.995101,0, King's Landing,25.170148,32.722262,224.400481,1,1,1463167
6e32ed2c,3,13.543052,4,8/23/1601 2:42 AM ,0,0,15.868283,3,0,2/1/1609 2:19 AM,155,38.58768,0, Cursed Land,5.309512,,76.401515,1,0,1454902
6e32ed2e,,9.787025,3,6/7/1606 10:42 PM ,,0,31.849274,4,0,8/5/1611 4:45 AM,139,65.332512,0, The Mountains,21.366539,24.875552,103.577153,,1,1390121
6e32ed31,,42.55965,4,9/6/1606 11:58 PM ,0,0,34.483054,4,0,4/1/1610 3:58 AM,136,10.453885,, Servant's Premises,23.959686,15.381843,73.058108,1,0,1480830
6e32ed33,3,20.584175,3,5/20/1604 4:22 PM ,0,0,46.270155,2,0,1/12/1609 2:42 AM,125,,1, Servant's Premises,35.271252,101.858187,85.347641,0,0,1255964
6e32ed35,4,27.101628,2,4/28/1600 3:14 AM ,0,0,29.418368,3,0,9/20/1610 3:42 PM,141,60.811423,0, The Mountains,18.817614,42.846616,123.83765,1,0,1394297
6e32ed38,2,11.279376,4,10/23/1606 3:21 AM ,0,1,30.561,3,0,10/1/1610 7:56 AM,140,,0, The Mountains,19.626394,15.877526,65.508025,,1,1471694
6e32ed3a,4,24.272668,4,2/5/1601 11:30 PM ,0,1,,2,0,11/4/1612 6:13 AM,74,33.93843,1, Servant's Premises,,1.93656,78.484963,0,0,1291404
6e32ed3f,2,47.380096,2,12/10/1602 6:41 PM ,0,1,45.976479,4,0,7/25/1610 4:18 AM,125,38.004097,0, Servant's Premises,35.146987,35.994917,8.524666,1,0,1370410
6e32ed43,2,10.336616,2,6/10/1606 11:48 PM ,0,0,66.002294,3,0,5/8/1607 4:13 AM,104,,0, The Mountains,55.806771,17.431888,110.404914,1,0,1351048
6e32ed47,,33.257159,4,9/15/1605 1:36 AM ,0,0,95.34606,2,0,1/2/1612 6:32 AM,75,34.109249,0, Cursed Land,85.097745,48.649484,,1,0,1051156
6e32ed4c,3,16.516514,4,3/9/1601 11:28 PM ,0,1,15.283669,3,0,10/13/1607 12:58 PM,155,47.59,1,,5.09999,8.752068,224.743099,0,0,1513834
6e32ed50,2,1.614806,4,11/18/1606 5:52 PM ,0,1,16.888208,3,0,6/6/1611 9:39 AM,153,43.068692,0, The Mountains,6.640606,63.62522,105.840174,1,0,1541643
6e32ed52,4,15.972974,3,2/27/1604 7:36 PM ,,0,28.483518,3,0,11/15/1610 9:54 PM,142,,0, Servant's Premises,17.551808,46.27533,66.919375,1,0,1457131
6e32ed54,3,4.978773,3,5/24/1603 11:48 AM ,0,0,11.058091,4,0,6/20/1611 3:59 AM,160,17.87882,0, Cursed Land,0.378842,105.427025,3.396008,1,1,1483774
6e32ed58,3,10.714298,2,5/14/1606 7:37 AM ,0,1,21.77872,4,0,5/15/1610 5:50 AM,149,47.347427,0, Cursed Land,11.314452,144.778341,,1,0,1405195
6e32ed5a,3,11.575105,2,5/15/1603 9:56 AM ,,1,41.112673,4,,4/4/1609 7:32 AM,129,,0,,30.996251,56.341857,110.892347,,0,1329892
6e32ed5f,2,33.306202,4,9/15/1606 9:41 PM ,0,0,45.559685,2,0,9/6/1610 6:18 AM,125,70.569811,0, Cursed Land,35.451317,13.25666,6.848328,1,0,1333820
6e32ed62,3,65.167893,3,7/1/1603 5:10 AM ,0,0,60.171317,4,0,6/2/1610 9:10 PM,110,,0, The Mountains,49.885706,40.171943,67.386289,,0,1249606
6e32ed66,3,53.745226,4,9/24/1603 8:41 PM ,0,0,30.971464,4,0,11/1/1607 6:24 PM,139,45.588205,0, Servant's Premises,20.714757,,41.037758,,0,1408433
6e32ed6a,4,48.211436,3,4/19/1604 1:44 AM ,0,1,45.997921,3,0,7/24/1607 6:16 AM,124,,1, King's Landing,35.665605,39.916627,,,1,1396126
6e32ed6e,,35.295314,2,2/20/1600 5:29 PM ,,1,20.358695,2,,11/1/1610 9:52 PM,150,7.468682,0, Cursed Land,10.311478,34.947824,27.490732,1,0,1363471
6e32ed72,2,62.550424,3,4/6/1604 1:29 PM ,,0,27.009361,3,0,7/19/1607 4:39 PM,144,29.029035,0, King's Landing,16.13718,74.679841,12.159727,1,0,1470060
6e32ed78,,13.409602,4,11/8/1604 3:51 PM ,0,0,12.501067,2,0,10/18/1611 10:53 AM,158,29.749459,0, Servant's Premises,2.075146,59.577167,140.789557,,0,1362022
6e32ed7e,3,35.374308,3,4/15/1606 4:34 PM ,,1,16.203347,2,,5/26/1607 5:19 AM,154,0.046879,0, King's Landing,6.113238,6.866779,116.057344,1,0,1607228
6e32ed82,4,92.201144,2,11/9/1604 1:35 PM ,,0,53.186859,3,0,4/11/1609 10:47 PM,117,10.979684,0,,42.896108,15.964731,74.782183,1,,1366892
6e32ed87,3,10.146601,4,9/21/1604 10:45 AM ,0,0,12.554745,2,0,8/16/1607 2:22 AM,158,10.596388,0, The Mountains,1.603441,0.781043,85.074174,1,0,1606629
6e32ed8c,3,46.255759,2,9/8/1605 5:34 PM ,0,0,62.663583,3,0,6/24/1610 7:34 AM,108,8.519713,0, King's Landing,51.85997,114.137318,171.906294,,0,1198596
6e32ed92,,19.109745,3,6/17/1604 11:36 PM ,0,0,121.195264,3,0,8/8/1612 3:58 PM,49,17.646556,0, The Mountains,110.529354,68.914351,79.973457,1,0,1012725
6e32ed98,3,11.80677,4,1/4/1604 6:47 PM ,,0,83.332244,2,0,6/4/1610 12:20 AM,87,122.876297,0, The Mountains,73.300214,,58.085458,,0,1098813
6e32ed9d,2,2.248282,4,10/18/1604 7:22 AM ,0,1,14.750833,3,0,11/15/1607 7:38 PM,156,129.45856,0, King's Landing,4.430929,16.456254,175.719578,1,0,1566488
6e32eda0,,14.875297,4,1/19/1604 11:51 PM ,0,0,21.781499,4,0,4/8/1612 11:16 PM,148,12.972328,0, King's Landing,11.540519,31.938654,72.049111,1,0,1554529
6e32eda2,2,23.579269,3,3/26/1602 4:30 PM ,0,1,20.824979,2,0,8/12/1608 4:29 AM,150,51.412581,0, The Mountains,10.451366,105.755882,0.136131,1,0,1399589
6e32eda8,2,21.289694,3,2/2/1603 3:37 PM ,0,0,18.932463,3,0,11/10/1608 12:47 AM,152,20.541791,0, The Mountains,7.966423,16.89202,41.397062,1,0,1562103
6e32edae,3,31.085482,4,10/22/1603 9:37 AM ,0,1,11.299855,2,0,12/17/1612 3:18 AM,159,23.583098,0, The Mountains,0.532586,50.81451,183.585369,1,0,1450553
6e32edb3,2,28.534451,2,3/21/1601 5:10 AM ,0,0,56.92709,3,0,10/21/1612 9:12 AM,114,15.489615,0, The Mountains,46.031146,0.058917,165.946971,,0,1212659
6e32edb5,3,2.193224,3,3/11/1605 7:34 PM ,,1,146.286293,4,,2/21/1612 2:29 PM,24,10.357316,, Servant's Premises,136.261606,39.595299,62.236329,1,0,972801
6e32edbb,3,0.902892,4,5/25/1606 5:34 PM ,0,0,30.381349,2,0,2/14/1610 7:32 AM,140,,0, Cursed Land,19.63314,148.12989,106.653566,1,0,1307168
6e32edbd,4,1.338839,2,6/21/1601 9:56 PM ,0,1,138.53408,4,0,3/10/1610 12:44 PM,32,101.46793,1, The Mountains,127.662392,,53.052038,0,,986083
6e32edc0,3,14.672743,3,10/27/1601 4:26 AM ,,0,19.239876,2,0,1/20/1611 8:23 PM,152,4.704219,0, King's Landing,8.446269,64.883536,23.718978,,0,1422825
6e32edc2,4,2.45965,2,6/28/1603 10:37 AM ,0,1,17.008023,2,0,7/21/1609 6:45 AM,154,28.943411,1, Cursed Land,6.400208,57.643274,40.107748,0,0,1485201
6e32edc6,,66.865599,2,7/16/1602 6:10 PM ,0,0,66.052066,2,0,6/3/1608 3:31 AM,105,25.168371,0, The Mountains,55.307776,,24.724046,1,0,1228270
6e32edc9,4,75.376679,2,4/5/1605 11:23 AM ,0,0,39.587191,4,0,4/3/1607 8:13 AM,131,20.576563,0, Servant's Premises,29.314067,9.184027,50.222586,1,0,1495022
6e32edcb,4,13.703564,4,3/9/1606 8:45 AM ,0,0,22.745465,3,0,4/7/1609 10:50 AM,148,99.960594,0, The Mountains,12.469328,117.755211,22.790665,1,0,1492424
6e32edcd,2,43.078428,3,8/21/1605 5:55 AM ,0,0,122.70183,4,0,8/27/1611 1:58 AM,48,109.56377,1, The Mountains,112.093174,47.035483,37.731069,,0,959428
6e32edcf,4,41.336102,2,9/5/1603 12:17 PM ,0,0,17.974588,2,0,4/27/1612 5:44 PM,153,62.091317,1, Servant's Premises,7.123997,58.517018,108.78135,0,1,1362331
6e32edd2,4,19.399077,3,1/16/1605 5:19 PM ,0,0,119.382068,4,0,4/13/1609 5:23 PM,51,17.422897,0, The Mountains,108.569001,,158.955427,,0,1072466
6e32edd6,3,4.557012,4,12/9/1600 5:29 AM ,0,0,31.940454,2,0,2/16/1607 11:33 PM,138,36.755558,0, Servant's Premises,21.912811,18.047469,22.373544,1,0,1456866
6e32edd9,3,7.115593,2,9/24/1604 5:23 PM ,0,0,20.049217,2,0,10/7/1610 8:18 PM,150,14.039112,0, Servant's Premises,9.920602,,124.005514,1,0,1437595
6e32edde,3,28.112958,3,5/14/1603 6:11 PM ,,0,82.786869,4,0,2/16/1609 2:44 AM,88,32.701211,0, Cursed Land,71.798429,93.704436,67.117785,1,0,1190272
6e32ede3,,2.644272,4,7/11/1606 10:49 AM ,0,1,52.767405,4,0,12/16/1607 11:48 AM,117,30.080223,0, Cursed Land,42.560914,7.585791,101.69387,1,1,1443461
6e32ede8,2,66.143052,4,4/21/1601 8:19 PM ,0,1,27.696456,4,0,8/24/1608 11:13 AM,143,23.835561,1, King's Landing,16.950715,64.000013,44.976607,0,0,1471276
6e32edeb,2,6.581555,,3/2/1604 3:22 PM ,0,0,70.02142,2,0,12/7/1608 1:20 AM,101,31.167346,0,,59.351682,32.755947,16.202217,1,0,1288273
6e32eded,,21.897672,2,6/17/1600 3:46 AM ,,1,15.61963,2,,4/6/1609 10:41 PM,155,70.421535,, Servant's Premises,5.060554,9.676099,27.210012,1,0,1409160
6e32edef,3,6.649305,2,1/12/1605 5:55 AM ,0,1,138.526928,4,0,4/13/1607 11:55 PM,32,104.83924,0, King's Landing,127.575369,23.20186,26.078402,1,0,1154958
6e32edf3,,6.952023,3,9/23/1602 10:26 AM ,,1,36.903244,2,,7/21/1608 2:25 PM,133,,0, King's Landing,26.875535,9.367156,54.002863,1,0,1450607
6e32edf9,4,21.964831,3,8/11/1601 8:29 PM ,0,0,23.096302,3,0,12/1/1612 7:52 AM,148,23.506786,0,,12.155481,,2.973641,1,0,1503931
6e32edfe,,17.411501,4,9/6/1601 10:53 AM ,0,0,50.101595,2,0,2/10/1609 6:23 PM,121,51.2673,0, The Mountains,39.160267,29.569591,62.805598,1,1,1347200
6e32ee03,3,27.489521,4,10/15/1605 6:12 AM ,,1,52.191561,2,,8/11/1611 6:29 PM,119,73.800335,0, The Mountains,41.365098,,85.289882,1,0,1287811
6e32ee05,2,59.200151,4,6/25/1606 2:57 AM ,0,0,30.292171,3,0,6/17/1612 12:34 PM,140,59.894356,0, King's Landing,19.997347,74.250581,183.252972,1,0,1362538
6e32ee09,3,80.085296,4,3/7/1601 8:39 PM ,0,1,48.168574,3,0,10/16/1607 6:10 PM,122,28.180389,0,,37.574413,54.25848,61.137424,1,0,1353061
6e32ee0e,4,57.412102,3,4/22/1606 7:30 PM ,,1,124.813042,4,0,8/9/1609 10:30 PM,45,5.963306,0, The Mountains,114.708522,,122.237027,,0,1083184
